language,glottocode,id_word,meaning_id,lemma,ipa,definition,morphology,annotator,pos,reference,meaning_ru,examples
Kubachi,kuba1248,1561,1,гIязиз/бикь-и(й),ʡ-ja-z-i-z-/-b-i-q'-ʔ-i-(-j-),"III; мн. I-II (/викьи, /йикьи; /дикьи); -у, -ул, -узиб, -а; сасаба бикIатадди биччихъу ччитне гIязиздикьи отдельные дети любят мучить кошек; ангиналдил ду гIязизвикьул сав меня мучает ангина.; сов. гIязизбакьи;","III; мн. I-II (/викьи, /йикьи; /дикьи); -у, -ул, -узиб, -а",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",пытать,сасаба бикIатадди биччихъу ччитне гIязиздикьи отдельные дети любят мучить кошек; ангиналдил ду гIязизвикьул сав меня мучает ангина.; сов. гIязизбакьи;
Kubachi,kuba1248,1562,1,гIяй/агъ-и(й),ʡ-ja-j-/-a-ʁ-ʔ-i-(-j-),"III; -ай, -иб, -ибзиб, -а; хабар гIяйагъи распространить известие; читтихъу иццала гIяйагъагъахъи хвалазиб буццара бикьу духтуртаддил чтобы не распространилась инфекционная болезнь, медики прикладывают много усилий; ушшаддил гIяйагъибзиб хабар дуруссиб асаб распространенное вами известие было неверным; акьв гIяйагъи пустить скот на вольную.; несов. гIяйигъи;","III; -ай, -иб, -ибзиб, -а",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",раскинуть,"хабар гIяйагъи распространить известие; читтихъу иццала гIяйагъагъахъи хвалазиб буццара бикьу духтуртаддил чтобы не распространилась инфекционная болезнь, медики прикладывают много усилий; ушшаддил гIяйагъибзиб хабар дуруссиб асаб распространенное вами известие было неверным; акьв гIяйагъи пустить скот на вольную.; несов. гIяйигъи;"
Kubachi,kuba1248,1563,2,гIяй/агъ-и(й),ʡ-ja-j-/-a-ʁ-ʔ-i-(-j-),,,Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",пустить,
Kubachi,kuba1248,1564,3,гIяй/агъ-и(й),ʡ-ja-j-/-a-ʁ-ʔ-i-(-j-),,,Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",оповестить,
Kubachi,kuba1248,1565,4,гIяй/агъ-и(й),ʡ-ja-j-/-a-ʁ-ʔ-i-(-j-),,,Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",распустить слухи,
Kubachi,kuba1248,1566,1,гIяй/игъи(й),ʡ-ja-j-/-i-ʁ-i-(-j-),"III; -у, -ул, -узиб, -а; хабар гIяйагъи распространить известие; ирилла дукрушле акьв гIяйигъу днем пастух пускает стадо пастись; гIяйигъузиб хабар известие, которое надо распространить; ище гьанзибв удил ихьвле гIяйигъулде сказанное тебе, ты быстро распространяешь (делаешь достоянием других); гIяхсиб бакьуттилла хабар гIяйагъне распространение информации об успехе (о хорошем деле).; сов. гIяйагъи;","III; -у, -ул, -узиб, -а",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",раскидывать,"хабар гIяйагъи распространить известие; ирилла дукрушле акьв гIяйигъу днем пастух пускает стадо пастись; гIяйигъузиб хабар известие, которое надо распространить; ище гьанзибв удил ихьвле гIяйигъулде сказанное тебе, ты быстро распространяешь (делаешь достоянием других); гIяхсиб бакьуттилла хабар гIяйагъне распространение информации об успехе (о хорошем деле).; сов. гIяйагъи;"
Kubachi,kuba1248,1567,2,гIяй/игъи(й),ʡ-ja-j-/-i-ʁ-i-(-j-),,,Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",пускать,
Kubachi,kuba1248,1568,3,гIяй/игъи(й),ʡ-ja-j-/-i-ʁ-i-(-j-),,,Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",оповещать,
Kubachi,kuba1248,1569,4,гIяй/игъи(й),ʡ-ja-j-/-i-ʁ-i-(-j-),,,Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",распускать слухи,
Kubachi,kuba1248,1570,1,гIяйяр,ʡ-ja-jj-a-r,"-ридил, -ра; гIяйярте; ганилла гIяйяр зимняя охота; гIяйярриб бичибзиб добьтое на охоте; гIяйяргIюкьи тупанг ва салте сикIабха хIядурдакьад приготовил охотничье ружье и другие принадлежности для охоты.","-ридил, -ра; гIяйярте",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",охота,ганилла гIяйяр зимняя охота; гIяйярриб бичибзиб добьтое на охоте; гIяйяргIюкьи тупанг ва салте сикIабха хIядурдакьад приготовил охотничье ружье и другие принадлежности для охоты.
Kubachi,kuba1248,1571,1,гIяйяркья,ʡ-ja-jj-a-r-q'-ja,"-лдил, -лла; гIяйаркьне, -бе; пагълазив гIяйяркья опытный охотник; гIяйяркьялла ххве охотничья собака; сса гIяйяркьялдил хвалазиб бицI кахьвай вчера охотник убил большого волка.","-лдил, -лла; гIяйаркьне, -бе",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",охотник,пагълазив гIяйяркья опытный охотник; гIяйяркьялла ххве охотничья собака; сса гIяйяркьялдил хвалазиб бицI кахьвай вчера охотник убил большого волка.
Kubachi,kuba1248,1572,1,гIякьлу,ʡ-ja-q'-l-u,"-лдил, -лла; -ме; хвалазиб гIякьлу большой ум; гIякьлулла цIакь сила ума; синна гIякьлулщила ил сикIабха бидеххвахьи ухилалде своим интеллектом он мог бы реализовать это дело. ♦ ГIякьлу виппати агага погов. нельзя оставлять кусок хлеба недоеденным (букв. нельзя оставлять ум. Так детей учили доедать откушенные кусочки, чтобы воспитать бережливость и уважение к хлебу). ♦ ГIякьдихь калукIа фольк. ум прибавится.","-лдил, -лла; -ме",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",ум,"хвалазиб гIякьлу большой ум; гIякьлулла цIакь сила ума; синна гIякьлулщила ил сикIабха бидеххвахьи ухилалде своим интеллектом он мог бы реализовать это дело. ♦ ГIякьлу виппати агага погов. нельзя оставлять кусок хлеба недоеденным (букв. нельзя оставлять ум. Так детей учили доедать откушенные кусочки, чтобы воспитать бережливость и уважение к хлебу). ♦ ГIякьдихь калукIа фольк. ум прибавится."
